id,listing_id_overlap,comments,review_scores_rating
9269,2332115,,91
9270,2332199,,98
9271,2332284,,93
9272,2332553,,92
9273,2332702,,92
9274,2332736,,95
9275,2332880,,93
9276,2332907,,95
9277,2332910,,100
9278,2332949,,95
9279,2333141,,83
9280,2333512,,91
9281,2334411,,91
9282,2336183,,97
9283,2336368,,100
9284,2336937,,91
9285,2336995,,96
9286,2337333,,100
9287,2337605,,93
9288,2337670,,96
9289,2337904,,100
9290,2337951,,98
9291,2338715,,100
9292,2338938,,95
9293,2339032,,97
9294,2339110,,67
9295,2339198,,95
9296,2339333,,100
9297,2339443,,100
9298,2339884,,96
9299,2341778,,94
9300,2343071,,97
9301,2344180,,96
9302,2345266,,95
9303,2345348,,80
9304,2345363,,97
9305,2345732,,94
9306,2345741,,98
9307,2345762,,97
9308,2345783,,97
9309,2346097,,100
9310,2346416,,96
9311,2346466,,94
9312,2346671,,95
9313,2346712,,90
9314,2346908,,96
9315,2347431,,93
9316,2349236,,100
9317,2349328,,97
9318,2349447,,97
9319,2349715,,95
9320,2349875,,96
9321,2350464,,99
9322,2350566,,100
9323,2351417,,100
9324,2351466,,99
9325,2351714,,96
9326,2351745,,90
9327,2351881,,100
9328,2352061,,100
9329,2352218,,96
9330,2352384,,97
9331,2354263,,100
9332,2354569,,92
9333,2354956,,96
9334,2355060,,100
9335,2355556,,91
9336,2355962,,100
9337,2356816,,94
9338,2356991,,96
9339,2357048,,100
9340,2357110,,93
9341,2357311,,100
9342,2357319,,93
9343,2357443,,98
9344,2359595,,97
9345,2359631,,99
9346,2359785,,100
9347,2360382,,93
9348,2360549,,100
9349,2360713,,98
9350,2360792,,97
9351,2360897,,98
9352,2360923,,99
9353,2361087,,98
9354,2361622,,100
9355,2361652,,100
9356,2361703,,98
9357,2361919,,97
9358,2362084,,100
9359,2362306,,96
9360,2362319,,94
9361,2363682,,96
9362,2365453,,96
9363,2365632,,94
9364,2366046,,97
9365,2366328,,98
9366,2367063,,85
9367,2367298,,94
9368,2367793,,87
9369,2367942,,80
9370,2368021,,95
9371,2368159,,97
9372,2368419,,97
9373,2368718,,84
9374,2369310,,99
9375,2371210,,94
9376,2371432,,96
9377,2371632,,98
9378,2371846,,99
9379,2372030,,100
9380,2372452,,100
9381,2372459,,100
9382,2372591,,92
9383,2372629,,100
9384,2372985,,98
9385,2372987,,87
9386,2373066,,85
9387,2373176,,97
9388,2373638,,100
9389,2373761,,80
9390,2373762,,100
9391,2373790,,92
9392,2374049,,100
9393,2374212,,97
9394,2374311,,100
9395,2374581,,100
9396,2374698,,96
9397,2374963,,78
9398,2375030,,96
9399,2375169,,96
9400,2375247,,100
9401,2375574,,73
9402,2376285,,100
9403,2376518,,100
9404,2377337,,98
9405,2377514,,96
9406,2377821,,100
9407,2378206,,89
9408,2378421,,99
9409,2378661,,100
9410,2379210,,94
9411,2379381,,96
9412,2379539,,94
9413,2379576,,96
9414,2379616,,97
9415,2379697,,90
9416,2380122,,100
9417,2380176,,97
9418,2380283,,100
9419,2380672,,88
9420,2381117,,100
9421,2381246,,94
9422,2381323,,97
9423,2381718,,96
9424,2383462,,96
9425,2383660,,95
9426,2384107,,96
9427,2384324,,91
9428,2384420,,100
9429,2384600,,100
9430,2384833,,100
9431,2385103,,100
9432,2385344,,97
9433,2385623,,98
9434,2385701,,100
9435,2385779,,95
9436,2386289,,98
9437,2386534,,100
9438,2386589,,95
9439,2386693,,80
9440,2386747,,100
9441,2386900,,96
9442,2387041,,98
9443,2387282,,96
9444,2387440,,99
9445,2387605,,98
9446,2390057,,98
9447,2390109,,99
9448,2390685,,99
9449,2390862,,98
9450,2390894,,99
9451,2390896,,98
9452,2391218,,94
9453,2391699,,99
9454,2391912,,100
9455,2392147,,98
9456,2392262,,98
9457,2392296,,90
9458,2392323,,98
9459,2392579,,92
9460,2392777,,100
9461,2392869,,93
9462,2393026,,89
9463,2393220,,100
9464,2393603,,98
9465,2394853,,96
9466,2395326,,98
9467,2396125,,90
9468,2396327,,96
9469,2396340,,98
9470,2396488,,97
9471,2396602,,99
9472,2396734,,98
9473,2396867,,75
9474,2397049,,100
9475,2397050,,99
9476,2397134,,97
9477,2399736,,93
9478,2399802,,100
9479,2399950,,96
9480,2400010,,100
9481,2400073,,94
9482,2400349,,97
9483,2400693,,97
9484,2400958,,95
9485,2401183,,100
9486,2401340,,95
9487,2403457,,99
9488,2406039,,94
9489,2406189,,93
9490,2406561,,95
9491,2406668,,97
9492,2406735,,100
9493,2406820,,100
9494,2406879,,95
9495,2406927,,97
9496,2406966,,100
9497,2407196,,97
9498,2407415,,98
9499,2407602,,93
9500,2408361,,94
9501,2409829,,100
9502,2410200,,96
9503,2410846,,92
9504,2410888,,97
9505,2411109,,96
9506,2411304,,98
9507,2411898,,98
9508,2411910,,98
9509,2412633,,96
9510,2412656,,100
9511,2412813,,97
9512,2412870,,100
9513,2412909,,96
9514,2413071,,96
9515,2413132,,91
9516,2413268,,93
9517,2413322,,87
9518,2413338,,99
9519,2413370,,92
9520,2413791,,98
9521,2413890,,94
9522,2413933,,98
9523,2413996,,98
9524,2414024,,96
9525,2414042,,100
9526,2414044,,96
9527,2414719,,97
9528,2416095,,90
9529,2417336,,93
9530,2417736,,93
9531,2417993,,93
9532,2418060,,97
9533,2418647,,98
9534,2418658,,92
9535,2418867,,92
9536,2419438,,96
9537,2419483,,99
9538,2419745,,97
9539,2419879,,83
9540,2420053,,100
9541,2420168,,96
9542,2420341,,97
9543,2420488,,97
9544,2420536,,95
9545,2422991,,98
9546,2423468,,100
9547,2423738,,93
9548,2423840,,100
9549,2424199,,98
9550,2424342,,91
9551,2424756,,80
9552,2425057,,97
9553,2425702,,95
9554,2425850,,98
9555,2425980,,100
9556,2426129,,98
9557,2426219,,97
9558,2426273,,94
9559,2426329,,94
9560,2426471,,97
9561,2426608,,92
9562,2426798,,93
9563,2426834,,98
9564,2426905,,96
9565,2429295,,96
9566,2429961,,88
9567,2430127,,100
9568,2430715,,100
9569,2431123,,99
9570,2431274,,100
9571,2431509,,97
9572,2431607,,96
9573,2431838,,96
9574,2432155,,91
9575,2432292,,100
9576,2432311,,96
9577,2432326,,97
9578,2432453,,98
9579,2432545,,86
9580,2432622,,100
9581,2432625,,93
9582,2432645,,97
9583,2432653,,97
9584,2432657,,80
9585,2432755,,94
9586,2432788,,95
9587,2435198,,100
9588,2435618,,94
9589,2435621,,91
9590,2436587,,96
9591,2436895,,100
9592,2437011,,94
9593,2437027,,91
9594,2437064,,97
9595,2437582,,100
9596,2437648,,100
9597,2437965,,87
9598,2440020,,92
9599,2440044,,95
9600,2440391,,80
9601,2440738,,97
9602,2440846,,90
9603,2441095,,80
9604,2441106,,95
9605,2441418,,100
9606,2441525,,96
9607,2441908,,98
9608,2442377,,98
9609,2442412,,100
9610,2442640,,96
9611,2445093,,99
9612,2445306,,94
9613,2445571,,100
9614,2445707,,80
9615,2445856,,94
9616,2445969,,100
9617,2446281,,96
9618,2446430,,92
9619,2446434,,100
9620,2446485,,96
9621,2447089,,100
9622,2447467,,90
9623,2447661,,98
9624,2447827,,97
9625,2447847,,88
9626,2447868,,98
9627,2447938,,100
9628,2448013,,91
9629,2448184,,93
9630,2448193,,98
9631,2448276,,90
9632,2448484,,78
9633,2451110,,93
9634,2451651,,100
9635,2451658,,99
9636,2451920,,94
9637,2451996,,92
9638,2452800,,99
9639,2453112,,90
9640,2453663,,98
9641,2453739,,100
9642,2453855,,90
9643,2454131,,100
9644,2454281,,98
9645,2454556,,96
9646,2454577,,100
9647,2454666,,98
9648,2454801,,97
9649,2454924,,97
9650,2454957,,96
9651,2455040,,100
9652,2457876,,96
9653,2458182,,96
9654,2458358,,100
9655,2458732,,70
9656,2458893,,100
9657,2458957,,97
9658,2459375,,100
9659,2459496,,87
9660,2459519,,94
9661,2459536,,89
9662,2459733,,91
9663,2459802,,99
9664,2460250,,100
9665,2460611,,99
9666,2460980,,100
9667,2461001,,89
9668,2461046,,80
9669,2461349,,80
9670,2461357,,96
9671,2461389,,97
9672,2461439,,94
9673,2461461,,98
9674,2461540,,96
9675,2461589,,90
9676,2461650,,93
9677,2461673,,89
9678,2461829,,80
9679,2461924,,83
9680,2463167,,98
9681,2464739,,95
9682,2464818,,98
9683,2465088,,94
9684,2465123,,86
9685,2465331,,99
9686,2465333,,95
9687,2465768,,90
9688,2465962,,95
9689,2466535,,96
9690,2466830,,100
9691,2467087,,100
9692,2467145,,98
9693,2467367,,100
9694,2467411,,100
9695,2467428,,93
9696,2467757,,98
9697,2468174,,96
9698,2468805,,93
9699,2471046,,94
9700,2471393,,89
9701,2471659,,96
9702,2471731,,100
9703,2471815,,98
9704,2471952,,100
9705,2471964,,93
9706,2471984,,84
9707,2472383,,97
9708,2472398,,92
9709,2472461,,93
9710,2472850,,82
9711,2473246,,100
9712,2473488,,97
9713,2473611,,96
9714,2473808,,86
9715,2474569,,91
9716,2476456,,88
9717,2476940,,92
9718,2477149,,99
9719,2477452,,100
9720,2477615,,100
9721,2477628,,94
9722,2477836,,92
9723,2478022,,85
9724,2478188,,97
9725,2478256,,95
9726,2478418,,96
9727,2478441,,93
9728,2478886,,94
9729,2478944,,93
9730,2479155,,99
9731,2479263,,97
9732,2479317,,97
9733,2481189,,96
9734,2481642,,100
9735,2481869,,96
9736,2482902,,94
9737,2483060,,93
9738,2483297,,93
9739,2483577,,96
9740,2483784,,100
9741,2484025,,100
9742,2484067,,96
9743,2484207,,60
9744,2486612,,91
9745,2486775,,100
9746,2487317,,96
9747,2487728,,96
9748,2487892,,94
9749,2487916,,75
9750,2488228,,99
9751,2488230,,97
9752,2488429,,100
9753,2488777,,94
9754,2488935,,100
9755,2488976,,100
9756,2489196,,100
9757,2489283,,100
9758,2489339,,91
9759,2489407,,95
9760,2489615,,95
9761,2489920,,90
9762,2489924,,90
9763,2490115,,94
9764,2492143,,90
9765,2492338,,94
9766,2492407,,100
9767,2492977,,97
9768,2493039,,97
9769,2493176,,96
9770,2493336,,100
9771,2493385,,98
9772,2493658,,97
9773,2493673,,100
9774,2493678,,80
9775,2493819,,100
9776,2494157,,98
9777,2494160,,85
9778,2494569,,95
9779,2494793,,98
9780,2495047,,93
9781,2495153,,98
9782,2495346,,100
9783,2495375,,100
9784,2495531,,98
9785,2495693,,80
9786,2495714,,93
9787,2495715,,97
9788,2496138,,95
9789,2496301,,94
9790,2496594,,100
9791,2496869,,95
9792,2499596,,96
9793,2500087,,100
9794,2500188,,98
9795,2500385,,98
9796,2500497,,91
9797,2500560,,91
9798,2500681,,100
9799,2501088,,96
9800,2501144,,100
9801,2501174,,100
9802,2501198,,92
9803,2501384,,100
9804,2501888,,94
9805,2502263,,83
9806,2502282,,91
9807,2502288,,80
9808,2502509,,99
9809,2502568,,98
9810,2502672,,100
9811,2502923,,99
9812,2503000,,96
9813,2503128,,94
9814,2503392,,99
9815,2503513,,72
9816,2507125,,100
9817,2507300,,100
9818,2508024,,98
9819,2508065,,100
9820,2508568,,92
9821,2509057,,97
9822,2509447,,100
9823,2509611,,90
9824,2509662,,100
9825,2509881,,98
9826,2510178,,98
9827,2510394,,98
9828,2512205,,94
9829,2512464,,96
9830,2512850,,96
9831,2513351,,80
9832,2514272,,98
9833,2514814,,92
9834,2514832,,83
9835,2514883,,98
9836,2515452,,92
9837,2515481,,83
9838,2515629,,95
9839,2515646,,92
9840,2515795,,94
9841,2515853,,100
9842,2515870,,94
9843,2516036,,83
9844,2516056,,82
9845,2516157,,100
9846,2516223,,93
9847,2516391,,98
9848,2516523,,97
9849,2516719,,95
9850,2518907,,80
9851,2519008,,96
9852,2519112,,96
9853,2519952,,100
9854,2520075,,88
9855,2520175,,98
9856,2520469,,88
9857,2520676,,92
9858,2520890,,94
9859,2521003,,99
9860,2521518,,89
9861,2521531,,98
9862,2521708,,97
9863,2522091,,99
9864,2524034,,88
9865,2524101,,96
9866,2524213,,89
9867,2524451,,87
9868,2524658,,97
9869,2524910,,96
9870,2524947,,98
9871,2524955,,99
9872,2525172,,96
9873,2525956,,90
9874,2526099,,97
9875,2526129,,100
9876,2526152,,97
9877,2526345,,92
9878,2526405,,96
9879,2526773,,93
9880,2526782,,97
9881,2528473,,98
9882,2528690,,96
9883,2529318,,96
9884,2529628,,97
9885,2531494,,96
9886,2531704,,95
9887,2532340,,93
9888,2532612,,98
9889,2532639,,96
9890,2532650,,98
9891,2532871,,98
9892,2532879,,97
9893,2533733,,95
9894,2535870,,98
9895,2536255,,99
9896,2536507,,98
9897,2537383,,96
9898,2537627,,92
9899,2537805,,98
9900,2538192,,100
9901,2539391,,97
9902,2539443,,93
9903,2539594,,98
9904,2539600,,100
9905,2539701,,99
9906,2539881,,85
9907,2539969,,100
9908,2540028,,95
9909,2540050,,90
9910,2540147,,96
9911,2540292,,89
9912,2540298,,95
9913,2540499,,99
9914,2541399,,98
9915,2543231,,97
9916,2544154,,97
9917,2544363,,96
9918,2544655,,99
9919,2544914,,91
9920,2545184,,97
9921,2545810,,96
9922,2546012,,100
9923,2546099,,96
9924,2546120,,100
9925,2546252,,99
9926,2546630,,98
9927,2546692,,85
9928,2546818,,96
9929,2547043,,94
9930,2547129,,92
9931,2547198,,89
9932,2547335,,90
9933,2547530,,97
9934,2547573,,97
9935,2547624,,100
9936,2547688,,91
9937,2549840,,90
9938,2550805,,94
9939,2551607,,96
9940,2551665,,100
9941,2552489,,90
9942,2552606,,93
9943,2552938,,94
9944,2553441,,100
9945,2553559,,100
9946,2553977,,96
9947,2554063,,80
9948,2554110,,80
9949,2554602,,89
9950,2556794,,100
9951,2557018,,80
9952,2557712,,99
9953,2558409,,98
9954,2558744,,98
9955,2559129,,100
9956,2559369,,89
9957,2559470,,87
9958,2559573,,93
9959,2560012,,97
9960,2560403,,95
9961,2560478,,94
9962,2560546,,93
9963,2560559,,100
9964,2560624,,79
9965,2560712,,96
9966,2560924,,99
9967,2560930,,90
9968,2561160,,93
9969,2561198,,85
9970,2563440,,97
9971,2563581,,87
9972,2563967,,96
9973,2564544,,97
9974,2564649,,100
9975,2564741,,96
9976,2564762,,100
9977,2565087,,94
9978,2565129,,95
9979,2565162,,96
9980,2565166,,96
9981,2565292,,95
9982,2565399,,99
9983,2566102,,90
9984,2568000,,93
9985,2568858,,96
9986,2569108,,100
9987,2569391,,96
9988,2569466,,84
9989,2569529,,100
9990,2569547,,97
9991,2569808,,95
9992,2569973,,87
9993,2570053,,95
9994,2570488,,96
9995,2570561,,90
9996,2570620,,97
9997,2570642,,81
9998,2575335,,98
9999,2576777,,80
10000,2577625,,98
10001,2577852,,99
10002,2578286,,97
10003,2578371,,100
10004,2578501,,92
10005,2578898,,76
10006,2582718,,76
10007,2583074,,99
10008,2583104,,97
10009,2583106,,98
10010,2583565,,96
10011,2583811,,91
10012,2584208,,100
10013,2584278,,93
10014,2584354,,99
10015,2585378,,100
10016,2585782,,100
10017,2586206,,99
10018,2586326,,90
10019,2586332,,98
10020,2586350,,94
10021,2586359,,98
10022,2586642,,89
10023,2586794,,100
10024,2586819,,90
10025,2586892,,98
10026,2586937,,87
10027,2587096,,93
10028,2587143,,97
10029,2589730,,93
10030,2589917,,60
10031,2590556,,94
10032,2590590,,98
10033,2591213,,98
10034,2591650,,98
10035,2592259,,89
10036,2592275,,40
10037,2592327,,87
10038,2592416,,97
10039,2592427,,98
10040,2592570,,90
10041,2592640,,100
10042,2592850,,91
10043,2593176,,91
10044,2593263,,95
10045,2593335,,98
10046,2593345,,97
10047,2594010,,80
10048,2594434,,100
10049,2594478,,97
10050,2594607,,100
10051,2594795,,94
10052,2598026,,90
10053,2598780,,93
10054,2599391,,93
10055,2600380,,100
10056,2601048,,96
10057,2601068,,95
10058,2601226,,92
10059,2601598,,100
10060,2601744,,97
10061,2601774,,95
10062,2601900,,95
10063,2602008,,94
10064,2602774,,100
10065,2604345,,84
10066,2604409,,97
10067,2605290,,99
10068,2605755,,94
10069,2605869,,84
10070,2605975,,89
10071,2606260,,100
10072,2606578,,99
10073,2607570,,97
10074,2607700,,96
10075,2607712,,95
10076,2607752,,97
10077,2608144,,100
10078,2608217,,98
10079,2608383,,99
10080,2608391,,80
10081,2608437,,99
10082,2608680,,81
10083,2610187,,85
10084,2611538,,85
10085,2612025,,91
10086,2612151,,97
10087,2612399,,99
10088,2612989,,86
10089,2613873,,91
10090,2614387,,98
10091,2614426,,97
10092,2614951,,98
10093,2615029,,100
10094,2617406,,92
10095,2618288,,84
10096,2618997,,99
10097,2619175,,100
10098,2619319,,89
10099,2619342,,97
10100,2620322,,97
10101,2620429,,98
10102,2620627,,96
10103,2620837,,84
10104,2621047,,98
10105,2621190,,95
10106,2621242,,97
10107,2621363,,93
10108,2621746,,93
10109,2624493,,96
10110,2625619,,95
10111,2626457,,91
10112,2626563,,96
10113,2626786,,96
10114,2626803,,100
10115,2627566,,94
10116,2627737,,100
10117,2627882,,100
10118,2627940,,97
10119,2628010,,97
10120,2629076,,91
10121,2629613,,98
10122,2630912,,100
10123,2631224,,99
10124,2634085,,98
10125,2634821,,94
10126,2634963,,83
10127,2635631,,98
10128,2635772,,99
10129,2635794,,100
10130,2636301,,97
10131,2636365,,91
10132,2636396,,80
10133,2636510,,96
10134,2636761,,93
10135,2637014,,91
10136,2637023,,100
10137,2637065,,99
10138,2637299,,97
10139,2637570,,96
10140,2637902,,90
10141,2638086,,97
10142,2639623,,94
10143,2640459,,89
10144,2640467,,92
10145,2642359,,86
10146,2642665,,100
10147,2643693,,98
10148,2643943,,96
10149,2644606,,94
10150,2644817,,85
10151,2645068,,98
10152,2645165,,97
10153,2645621,,93
10154,2645878,,98
10155,2645881,,100
10156,2645941,,95
10157,2649307,,100
10158,2649411,,96
10159,2649521,,100
10160,2650178,,96
10161,2650482,,98
10162,2650533,,91
10163,2650844,,99
10164,2651128,,100
10165,2651277,,95
10166,2651650,,96
10167,2651810,,73
10168,2652350,,92
10169,2652861,,97
10170,2652941,,95
10171,2653150,,100
10172,2653186,,94
10173,2653512,,99
10174,2653530,,95
10175,2653556,,92
10176,2653811,,90
10177,2653978,,95
10178,2654089,,100
10179,2654743,,90
10180,2656101,,94
10181,2657000,,98
10182,2657791,,99
10183,2657905,,89
10184,2658094,,90
10185,2658124,,97
10186,2658182,,100
10187,2658325,,93
10188,2658531,,100
10189,2658619,,100
10190,2659448,,90
10191,2659467,,100
10192,2659477,,80
10193,2659670,,97
10194,2659732,,80
10195,2659856,,100
10196,2660094,,92
10197,2660141,,100
10198,2660215,,93
10199,2660384,,90
10200,2660908,,95
10201,2661063,,92
10202,2661116,,96
10203,2661400,,100
10204,2661465,,93
10205,2663296,,100
10206,2663425,,92
10207,2664145,,100
10208,2664790,,93
10209,2664975,,91
10210,2665030,,100
10211,2665394,,99
10212,2665481,,100
10213,2665515,,91
10214,2665579,,86
10215,2665869,,97
10216,2666338,,98
10217,2666755,,100
10218,2667340,,96
10219,2668311,,97
10220,2669366,,93
10221,2670238,,100
10222,2670365,,99
10223,2670634,,99
10224,2670669,,96
10225,2670786,,90
10226,2671432,,97
10227,2671680,,98
10228,2671736,,94
10229,2671737,,60
10230,2671926,,96
10231,2672058,,85
10232,2672304,,90
10233,2672332,,95
10234,2672694,,94
10235,2674760,,90
10236,2674784,,94
10237,2676692,,100
10238,2677677,,93
10239,2677765,,95
10240,2677779,,94
10241,2678376,,99
10242,2678530,,100
10243,2678584,,97
10244,2678773,,97
10245,2682579,,80
10246,2683284,,93
10247,2683657,,94
10248,2683758,,96
10249,2684835,,97
10250,2685355,,99
10251,2685488,,93
10252,2685701,,100
10253,2686002,,93
10254,2686030,,98
10255,2686374,,95
10256,2686412,,95
10257,2686624,,98
10258,2686649,,98
10259,2686659,,91
10260,2686729,,98
10261,2686887,,98
10262,2687172,,91
10263,2687329,,98
10264,2687375,,83
10265,2687468,,93
10266,2687911,,96
10267,2687962,,99
10268,2688193,,93
10269,2688555,,96
10270,2688739,,95
10271,2689143,,100
10272,2691057,,95
10273,2691273,,87
10274,2691971,,98
10275,2692065,,93
10276,2692126,,98
10277,2693137,,89
10278,2693359,,100
10279,2693700,,98
10280,2694019,,90
10281,2694305,,100
10282,2694364,,95
10283,2694546,,81
10284,2694567,,98
10285,2694910,,97
10286,2694981,,100
10287,2695044,,98
10288,2695159,,85
10289,2695367,,99
10290,2695376,,97
10291,2695493,,98
10292,2695745,,90
10293,2695902,,98
10294,2698206,,96
10295,2698645,,92
10296,2698653,,100
10297,2698996,,98
10298,2699338,,100
10299,2700296,,93
10300,2701049,,88
10301,2701124,,93
10302,2701550,,95
10303,2701715,,98
10304,2702455,,100
10305,2702647,,100
10306,2702838,,92
10307,2702956,,96
10308,2703023,,93
10309,2703551,,100
10310,2703723,,95
10311,2705164,,94
10312,2706747,,92
10313,2706986,,89
10314,2707194,,76
10315,2707450,,83
10316,2707639,,100
10317,2707647,,100
10318,2707726,,100
10319,2708004,,99
10320,2708067,,97
10321,2708104,,95
10322,2709825,,93
10323,2709836,,100
10324,2710274,,93
10325,2711135,,95
10326,2711179,,89
10327,2713887,,80
10328,2714235,,93
10329,2714244,,80
10330,2714439,,97
10331,2714742,,94
10332,2715269,,90
10333,2715496,,93
10334,2715623,,91
10335,2716088,,98
10336,2716497,,96
10337,2716625,,97
10338,2716736,,93
10339,2716929,,96
10340,2717190,,91
10341,2719640,,95
10342,2719793,,94
10343,2720963,,96
10344,2721575,,97
10345,2721629,,96
10346,2722532,,92
10347,2722693,,100
10348,2722760,,100
10349,2722835,,98
10350,2722858,,100
10351,2723072,,100
10352,2723180,,97
10353,2723187,,100
10354,2723274,,97
10355,2723303,,83
10356,2723368,,95
10357,2723390,,100
10358,2723515,,92
10359,2723629,,99
10360,2727166,,96
10361,2727576,,95
10362,2727808,,99
10363,2727938,,97
10364,2727984,,100
10365,2728146,,86
10366,2728811,,91
10367,2728864,,76
10368,2728951,,100
10369,2729779,,100
10370,2729843,,95
10371,2730199,,100
10372,2730356,,98
10373,2730383,,60
10374,2730613,,96
10375,2730901,,92
10376,2731202,,97
10377,2731253,,98
10378,2735650,,91
10379,2735693,,100
10380,2735749,,97
10381,2735985,,100
10382,2736911,,100
10383,2736951,,99
10384,2736961,,96
10385,2737012,,96
10386,2737038,,96
10387,2737590,,91
10388,2737853,,92
10389,2738043,,91
10390,2738377,,93
10391,2738933,,87
10392,2738965,,99
10393,2738969,,74
10394,2739152,,100
10395,2739290,,95
10396,2739703,,98
10397,2739738,,96
10398,2739866,,98
10399,2739884,,83
10400,2739912,,95
10401,2740389,,92
10402,2743624,,100
10403,2744106,,93
10404,2744182,,100
10405,2744185,,98
10406,2745140,,82
10407,2745620,,84
10408,2746220,,96
10409,2746300,,96
10410,2746379,,97
10411,2746729,,96
10412,2746782,,97
10413,2746888,,100
10414,2747058,,88
10415,2747654,,76
10416,2747721,,92
10417,2748174,,100
10418,2748635,,94
10419,2748663,,95
10420,2748797,,99
10421,2748861,,96
10422,2749725,,94
10423,2751374,,99
10424,2751638,,97
10425,2751665,,98
10426,2751736,,97
10427,2751962,,100
10428,2752583,,99
10429,2752977,,100
10430,2753505,,100
10431,2754006,,95
10432,2754149,,97
10433,2754525,,91
10434,2754975,,98
10435,2755730,,98
10436,2756159,,97
10437,2756609,,85
10438,2756950,,97
10439,2757036,,96
10440,2757138,,88
10441,2757423,,98
10442,2760374,,90
10443,2760901,,98
10444,2760968,,97
10445,2761092,,91
10446,2761201,,100
10447,2761227,,95
10448,2761766,,90
10449,2761805,,99
10450,2762241,,91
10451,2763078,,92
10452,2763137,,98
10453,2763206,,88
10454,2763624,,97
10455,2763860,,96
10456,2764126,,95
10457,2764131,,92
10458,2764202,,99
10459,2764468,,95
10460,2764760,,99
10461,2764782,,92
10462,2764789,,100
10463,2765041,,94
